"AIRPORT","TR_AIRPORT_NAME","TR_CITY_NAME","TR_STATE_NAME",
"GUS","Peru, IN: Grissom Air Force Base","Peru, IN","Indiana",
"RID","Richmond, IN: Richmond Municipal","Richmond, IN","Indiana",
"SER","Seymour, IN: Freeman Municipal","Seymour, IN","Indiana",
"SBN","South Bend, IN: St Joseph County","South Bend, IN","Indiana",
"SBN","South Bend, IN: Michiana Regional","South Bend, IN","Indiana",
"HUF","Terre Haute, IN: Hulman Field","Terre Haute, IN","Indiana",
"VPZ","Valparaiso, IN: Porter County Municipal","Valparaiso, IN","Indiana",
"WMS","La Porte, IN: La Porte Airport","La Porte, IN","Indiana",
"LPO","La Porte, IN: La Porte Municipal","La Porte, IN","Indiana",
"PLY","Plymouth, IN: Plymouth","Plymouth, IN","Indiana",
"AMN","Alma, MI: Gratiot Community","Alma, MI","Michigan",
"APN","Alpena, MI: Phelps/Collins","Alpena, MI","Michigan",
"ARB","Ann Arbor, MI: Ann Arbor Municipal","Ann Arbor, MI","Michigan",
"BTL","Battle Creek, MI: Wk Kellogg Regional Afld","Battle Creek, MI","Michigan",
"BEH","Benton Harbor/St. Joseph, MI: Ross Field","Benton Harbor/St. Joseph, MI","Michigan",
"WBR","Big Rapids, MI: Roben-Hood","Big Rapids, MI","Michigan",
"CAD","Cadillac, MI: Wexford County","Cadillac, MI","Michigan",
"UXU","Cheboygan, MI: Cheboygan City/County","Cheboygan, MI","Michigan",
"DET","Detroit, MI: Detroit City","Detroit, MI","Michigan",
"DTW","Detroit, MI: Detroit Metro Wayne County","Detroit, MI","Michigan",
"YIP","Detroit, MI: Willow Run","Detroit, MI","Michigan",
"DTT","Detroit, MI: (Metropolitan Area)","Detroit, MI","Michigan",
"DRE","Drummond Island, MI: Drummond Island Airport","Drummond Island, MI","Michigan",
"ECA","East Tawas, MI: Iosco County","East Tawas, MI","Michigan",
"ESC","Escanaba, MI: Delta County","Escanaba, MI","Michigan",
"FNT","Flint, MI: Bishop","Flint, MI","Michigan",
"GRR","Grand Rapids, MI: Kent County","Grand Rapids, MI","Michigan",
"CMX","Hancock/Houghton, MI: Houghton County Memorial","Hancock/Houghton, MI","Michigan",
"RQR","Harbor Springs, MI: Harbor Springs Airport","Harbor Springs, MI","Michigan",
"IMT","Iron Mountain/Kingsfd, MI: Ford","Iron Mountain/Kingsfd, MI","Michigan",
"IWD","Ironwood, MI: Gogebic County","Ironwood, MI","Michigan",
"JXN","Jackson, MI: Reynolds Municipal","Jackson, MI","Michigan",
"AZO","Kalamazoo, MI: Kalamazoo Municipal","Kalamazoo, MI","Michigan",
"LAN","Lansing, MI: Capital City","Lansing, MI","Michigan",
"MVQ","Mackinac Island, MI: Mackinac County","Mackinac Island, MI","Michigan",
"MCD","Mackinac Island, MI: Mackinac Island Airport","Mackinac Island, MI","Michigan",
"MBL","Manistee/Ludington, MI: Manistee/Blacker","Manistee/Ludington, MI","Michigan",
"ISQ","Manistique, MI: Schoolcraft County","Manistique, MI","Michigan",
"MNM","Marinette, MI: Menominee County","Marinette, MI","Michigan",
"MQT","Marquette, MI: Marquette County","Marquette, MI","Michigan",
"XWV","Monroe, MI: Custer","Monroe, MI","Michigan",
"MOP","Mount Pleasant, MI: Mt Pleasant Municipal","Mount Pleasant, MI","Michigan",
"MTC","Mt. Clemens, MI: Selfridge Angb","Mt. Clemens, MI","Michigan",
"MKG","Muskegon, MI: Muskegon County","Muskegon, MI","Michigan",
"OSC","Oscoda, MI: Wurtsmith Air Force Base","Oscoda, MI","Michigan",
"PLN","Pellston, MI: Emmet County","Pellston, MI","Michigan",
"PTK","Pontiac, MI: Oakland/Pontiac","Pontiac, MI","Michigan",
"PHN","Port Huron, MI: St Clair County","Port Huron, MI","Michigan",
"MBS","Saginaw/Bay City/Midland, MI: Tri City","Saginaw/Bay City/Midland, MI","Michigan",
"CIU","Sault Ste Marie, MI: Chippewa County International","Sault Ste Marie, MI","Michigan",
"SSM","Sault Ste. Marie, MI: Metropolitan Area","Sault Ste. Marie, MI","Michigan",
"TVC","Traverse City, MI: Cherry Capital","Traverse City, MI","Michigan",
"SSM","County, MI: Sault Ste. Marie","County Airport, MI","Michigan",
"/DT","Detroit, MI: (Detroit Mean)","Detroit, MI","Michigan",
"GLR","Gaylord, MI: Otsego County","Gaylord, MI","Michigan",
"WIS","Gaylord, MI: Otsego County","Gaylord, MI","Michigan",
"GDW","Gladwin, MI: Gladwin Airport","Gladwin, MI","Michigan",
"QHL","Hudson, MI: Ziegler Field","Hudson, MI","Michigan",
"QEA","Ionia, MI: Ionia County","Ionia, MI","Michigan",
"/IW","Ironwood, MI: Ironwood Mich   Up 1","Ironwood, MI","Michigan",
"SCH","Schenectady, NY: Schenectady County","Schenectady, NY","New York",
"RQO","Seneca, NY: Seneca Army Air Field","Seneca, NY","New York",
"SYR","Syracuse, NY: Syracuse Hancock International","Syracuse, NY","New York",
"UCA","Utica/Rome, NY: Oneida County","Utica/Rome, NY","New York",
"ART","Watertown, NY: Watertown New York International","Watertown, NY","New York",
"FOK","Westhampton, NY: Suffolk County","Westhampton, NY","New York",
"HPN","White Plains, NY: Westchester County","White Plains, NY","New York",
"BUF","Greater Buffalo International . , NY: Greater Buffalo International . Airport","Greater Buffalo Int'l. Apt., NY","New York",
"NYC","New York, NY: Nyc Metro Area","New York, NY","New York",
"WKW","New York, NY: Pier 8 Seaplane Base","New York, NY","New York",
"JRB","New York, NY: Downtown Manhattan Heliport","New York, NY","New York",
"WTC","New York, NY: World Trade Center Heliport","New York, NY","New York",
"NYC","New York, NY: Metropolitan","New York, NY","New York",
"JRE","New York, NY: East 60th Street Heliport","New York, NY","New York",
"NYC","New York, NY: Metropolitan Area","New York, NY","New York",
"WSS","New York, NY: Wall Street Sea Plane Base","New York, NY","New York",
"FLU","New York, NY: Flushing","New York, NY","New York",
"NYC","New York, NY: Metropolitan","New York, NY","New York",
"JRB","New York, NY: Wall Street","New York, NY","New York",
"/BF","Buffalo/Niagara Falls, NY: Buffalo Niagara Falls","Buffalo/Niagara Falls, NY","New York",
"MSV","Catskill Mts/Sullivan Countyunty , NY: Catskill Mts/Sullivan County","Catskill Mts/Sullivan Co., NY","New York",
"CTX","Cortland, NY: Cortland County Chase Field","Cortland, NY","New York",
"FRG","Farmingdale, NY: Republic Field","Farmingdale, NY","New York",
"MTP","Montauk Point, NY: Sky Portal","Montauk Point, NY","New York",
"QAZ","Lockport, NY: North Buffalo Suburban","Lockport, NY","New York",
"ISP","New York, NY: Long Island Macarthur","New York, NY","New York",
"FRG","New York, NY: Long Island Republic","New York, NY","New York",
"SWF","Newburgh, NY: Newburgh","Newburgh, NY","New York",
"/NY","New York, NY: New York","New York, NY","New York",
"/NY","New York, NY: Ny Metro","New York, NY","New York",
"/NY","New York, NY: /Ny New York/Newark","New York, NY","New York",
"/NY","New York, NY: New York/Newark","New York, NY","New York",
"/NY","New York, NY: (New York Mean)","New York, NY","New York",
"/NY","New York, NY: New York Airport","New York, NY","New York",
"/NY","New York, NY: New York Airport","New York, NY","New York",
"SXY","Sidney, NY: Sidney Municipal","Sidney, NY","New York",
"ABE","Allentown/Bethlehem/Easton, PA: Lehigh Valley International","Allentown/Bethlehem/Easton, PA","Pennsylvania",
"AOO","Altoona, PA: Blair County","Altoona, PA","Pennsylvania",
"BFD","Bradford, PA: Bradford Regional","Bradford, PA","Pennsylvania",
"PSB","Clearfield, PA: Mid State","Clearfield, PA","Pennsylvania",
"SCE","Clearfld/Philisbg/Bellefnte, PA: State College Air Depot","Clearfld/Philisbg/Bellefnte, PA","Pennsylvania",
"CTH","Coatesville, PA: Chester County","Coatesville, PA","Pennsylvania",
"DUJ","Du Bois, PA: Du Bois Jefferson County","Du Bois, PA","Pennsylvania",
"ERI","Erie, PA: Erie International","Erie, PA","Pennsylvania",
"HAR","Harrisburg, PA: Capital City","Harrisburg, PA","Pennsylvania",
"MDT","Harrisburg, PA: Harrisburg International  Olmsted Field","Harrisburg, PA","Pennsylvania",
"HZL","Hazleton, PA: Hazleton Municipal","Hazleton, PA","Pennsylvania",
"QQR","Horsham, PA: Horsham Valley Heliport","Horsham, PA","Pennsylvania",
"IDI","Indiana, PA: Indiana Pa","Indiana, PA","Pennsylvania",
"JST","Johnstown, PA: Johnstown Cambria County","Johnstown, PA","Pennsylvania",
"LNS","Lancaster, PA: Lancaster Airport","Lancaster, PA","Pennsylvania",
"LBE","Latrobe, PA: Westmoreland/Latrobe","Latrobe, PA","Pennsylvania",
"MPO","Mt. Pocono, PA: Pocono Mountains Municipal","Mt. Pocono, PA","Pennsylvania",
"FKL","Franklin/Oil City, PA: Venango Regional","Franklin/Oil City, PA","Pennsylvania",
"RQH","Perkasie, PA: Pennridge","Perkasie, PA","Pennsylvania",
"PSN","Palestine, TX: Palestine Municipal","Palestine, TX","Texas",
"WJF","Palmdale/Lancaster, CA: General William J Fox","Palmdale/Lancaster, CA","California",
"ZAN","Paramaribo, Surinam: Zanderij","Paramaribo, Surinam","",
"PTA","Parrita, Costa Rica: Parrita Airport","Parrita, Costa Rica","",
"PEQ","Pecos City, TX: Pecos Municipal","Pecos City, TX","Texas",
"CA4","Pelee Island, Canada: Pelee Island Airport","Pelee Island, Canada","",
"PYL","Perry Island Alaska, AK: Perry Island Alaska Airport","Perry Island Alaska, AK","Alaska",
"PBY","Pillar Bay, AK: Ak","Pillar Bay, AK","Alaska",
"PIM","Pine Mountain, GA: Garden Harris County","Pine Mountain, GA","Georgia",
"YIW","Pine Point, Canada: Pine Point Airport","Pine Point, Canada","",
"PLT","Plato, Colombia: Plato Las Flores","Plato, Colombia","",
"PBG","Plattsburgh, NY: Plattsburgh International","Plattsburgh, NY","New York",
"KPB","Point Baker, AK: Point Baker Airport","Point Baker, AK","Alaska",
"KSJ","Point Nowell, AK: Point Nowell-Qpk","Point Nowell, AK","Alaska",
"PAL","Port Althorp, AK: Port Althorp Alas","Port Althorp, AK","Alaska",
"PYA","Port Ashton, AK: Port Ashton Airport","Port Ashton, AK","Alaska",
"PDH","Port De Paix, Haiti: Port De Paix Airport","Port De Paix, Haiti","",
"PSD","Port Said, Arab Republic Of Egypt: Port Said Airport","Port Said, Arab Republic Of Egypt","",
"PGQ","Portage, AK: Portage Airport","Portage, AK","Alaska",
"PTV","Porterville, CA: Porterville Municipal","Porterville, CA","California",
"PMH","Portsmouth, OH: Greater Portsmouth Regional","Portsmouth, OH","Ohio",
"PEO","Progreso, Honduras: Progreso Airport","Progreso, Honduras","",
"PPC","Prospect, AK: Prospect Creek Camp","Prospect, AK","Alaska",
"PYH","Puerto Ayacucho: Puerto Ayacucho","Puerto Ayacucho","",
"PUD","Puerto Deseado, Argentina: Puerto Deseado New","Puerto Deseado, Argentina","",
"WPU","Puerto Williams, Chile: Puerto Williams Airport","Puerto Williams, Chile","",
"UTW","Queenstown, Republic Of South Africa: Queenstown Airport","Queenstown, Republic Of South Africa","",
"RAX","Red Bank, NJ: Greely Helipad","Red Bank, NJ","New Jersey",
"REB","Redlands, CA: Redlands Municipal","Redlands, CA","California",
"RCT","Reed City, MI: Miller Field","Reed City, MI","Michigan",
"RIL","Rifle, CO: Riverside","Rifle, CO","Colorado",
"YDW","Riviere-Du-Loup, Canada: Riviere Du Loup","Riviere-Du-Loup, Canada","",
"YRJ","Roberval, Canada: Roberval Airport","Roberval, Canada","",
"RXB","Rodman Bay, AK: Rodman Bay","Rodman Bay, AK","Alaska",
"RBU","Roebourne, Australia: Roebourne Airport","Roebourne, Australia","",
"ROX","Roseau, MN: Roseau Municipal","Roseau, MN","Minnesota",
"REM","Route 128, MA: Route 128 Airport","Route 128, MA","Massachusetts",
"RUY","Ruinas De Copan, Honduras: Copan Ruinas","Ruinas De Copan, Honduras","",
"SAD","Safford, AZ: Safford Municipal","Safford, AZ","Arizona",
"SGW","Saginaw Bay, AK: Saginaw","Saginaw Bay, AK","Alaska",
"SNS","Salinas/Monterey, CA: Salinas Municipal","Salinas/Monterey, CA","California",
"SLW","Saltillo, Mexico: Saltillo New","Saltillo, Mexico","",
"SBT","San Bernardino, CA: Tri City","San Bernardino, CA","California",
"JFO","San Francisco, CA: Crissy Army Air Field","San Francisco, CA","California",
"JSV","San Jose, CA: Spruance","San Jose, CA","California",
"ULA","San Julian, Argentina: San Julian Old","San Julian, Argentina","",
"SDN","Sandoa: Sandoa","Sandoa","",
"RZA","Santa Cruz, Argentina: Santa Cruz Airport","Santa Cruz, Argentina","",
"SMO","Santa Monica, CA: Santa Monica Municipal","Santa Monica, CA","California",
"SDG","Sao Domingos, Brazil: Sao Domingos Airport","Sao Domingos, Brazil","",
"SOV","Seldovia, AK: Seldovia  Sea Plane Base","Seldovia, AK","Alaska",
"SFZ","Smithfield, RI: North Central State","Smithfield, RI","Rhode Island",
"MQY","Smyrna, TN: Smyrna Airport","Smyrna, TN","Tennessee",
"SOL","Solomon, AK: Lees Camp","Solomon, AK","Alaska",
"YSZ","St. Anne Des Monts, Canada: Ste Anne Des Monts","St. Anne Des Monts, Canada","",
"WSB","Steamboat Bay, AK: Steamboat Bay Airport","Steamboat Bay, AK","Alaska",
"TKL","Taku Lodge, AK: Taku Sea Plane Base","Taku Lodge, AK","Alaska",
"ARA","New Iberia, LA: Acadiana Reg","New Iberia, LA","Louisiana",
"/NR","New Orleans, LA: New Orleans","New Orleans, LA","Louisiana",
"AXS","Altus, OK: Altus Municipal","Altus, OK","Oklahoma",
"LTS","Altus, OK: Altus Air Force Base","Altus, OK","Oklahoma",
"ATE","Antlers, OK: Antlers Municipal","Antlers, OK","Oklahoma",
"ADM","Ardmore, OK: Ardmore Municipal","Ardmore, OK","Oklahoma",
"AHD","Ardmore, OK: Downtown Executive","Ardmore, OK","Oklahoma",
"CSM","Clinton, OK: Clinton/Sherman","Clinton, OK","Oklahoma",
"CLK","Clinton, OK: Clinton Municipal","Clinton, OK","Oklahoma",
"CSM","Clinton, OK: Sherman","Clinton, OK","Oklahoma",
"CLK","Clinton, OK: Clinton Municipal","Clinton, OK","Oklahoma",
"DUC","Duncan, OK: Halliburton Field","Duncan, OK","Oklahoma",
"WDG","Enid, OK: Enid Woodring Municipal","Enid, OK","Oklahoma",
"END","Enid, OK: Vance Air Force Base","Enid, OK","Oklahoma",
"FSI","Fort Sill, OK: Henry Post Army Air Field","Fort Sill, OK","Oklahoma",
"LAW","Lawton/Fort Sill, OK: Lawton Municipal","Lawton/Fort Sill, OK","Oklahoma",
"MLC","Mcalester, OK: Mc Alester Municipal","Mcalester, OK","Oklahoma",
"VWV","Mountain View, OK: Sugar Creek Ranch","Mountain View, OK","Oklahoma",
"MKO","Muskogee, OK: Davis Field","Muskogee, OK","Oklahoma",
"OKC","Oklahoma City, OK: Will Rogers World","Oklahoma City, OK","Oklahoma",
"TIK","Oklahoma City, OK: Tinker Air Force Base","Oklahoma City, OK","Oklahoma",
"OKC","Oklahoma City, OK: Will Rogers World","Oklahoma City, OK","Oklahoma",
"PNC","Ponca City, OK: Ponca City Municipal","Ponca City, OK","Oklahoma",
"NRI","Shangri-La, OK: Shangri-La Airport","Shangri-La, OK","Oklahoma",
"SWO","Stillwater, OK: Searcy Field","Stillwater, OK","Oklahoma",
"TUL","Tulsa, OK: Tulsa International","Tulsa, OK","Oklahoma",
"WWR","Woodward, OK: West Woodward","Woodward, OK","Oklahoma",
"PWA","Oklahoma City, OK: Wiley Post","Oklahoma City, OK","Oklahoma",
"OKC","Will Rogers, OK: Will Rogers","Will Rogers Airport, OK","Oklahoma",
"/AT","Altus, OK: (Altus Mean)","Altus, OK","Oklahoma",
"/AO","Ardmore, OK: (Ardmore Mean)","Ardmore, OK","Oklahoma",
"AHD","Ardmore, OK: Ardmore Airport","Ardmore, OK","Oklahoma",
"/CK","Clinton, OK: Clinton Airport","Clinton, OK","Oklahoma",
"/EN","Enid, OK: (Enid Mean)","Enid, OK","Oklahoma",
"MIO","Miami, OK: Miami Municipal","Miami, OK","Oklahoma",
"/OL","Oklahoma City, OK: (Oklahoma City Mean)","Oklahoma City, OK","Oklahoma",
"SWO","Stillwater, OK: Stillwater Airport","Stillwater, OK","Oklahoma",
"ABI","Abilene, TX: Abilene Municipal","Abilene, TX","Texas",
"ABI","Abilene, TX: Abilene Municipal","Abilene, TX","Texas",
"DYS","Abilene, TX: Dyess Air Force Base","Abilene, TX","Texas",
"ALI","Alice, TX: Alice International","Alice, TX","Texas",
"ALE","Alpine, TX: Alpine Casparis Municipal","Alpine, TX","Texas",
"JZT","Arlington, TX: Arlington Municipal","Arlington, TX","Texas",
"AUS","Austin, TX: Robert Mueller Municipal","Austin, TX","Texas",
"BSM","Austin, TX: Bergstrom Air Force Base","Austin, TX","Texas",
"BPT","Beaumont/Port Arthur, TX: Jefferson County","Beaumont/Port Arthur, TX","Texas",
"HCA","Big Spring, TX: Howard County","Big Spring, TX","Texas",
"BGS","Big Spring, TX: Webb Air Force Base","Big Spring, TX","Texas",
"BGD","Borger, TX: Hutchinson County","Borger, TX","Texas",
"BRO","Brownsville, TX: Brownsville South Padre Is","Brownsville, TX","Texas",
"BWD","Brownwood, TX: Brownwood Municipal","Brownwood, TX","Texas",
"XXD","Clarendon, TX: Clarendon Airport","Clarendon, TX","Texas",
"CLC","Clear Lake City, TX: Clear Lake Metroport","Clear Lake City, TX","Texas",
"COM","Coleman, TX: Coleman Municipal","Coleman, TX","Texas",
"CLL","College Station/Bryan, TX: Easterwood Field","College Station/Bryan, TX","Texas",
"RQY","Comanche, TX: Comanche County-City","Comanche, TX","Texas",
"CXO","Conroe, TX: Montgomery County","Conroe, TX","Texas",
"CRP","Corpus Christi, TX: Corpus Christi International","Corpus Christi, TX","Texas",
"NGP","Corpus Christi, TX: Corpus Christi Nas","Corpus Christi, TX","Texas",
"CRS","Corsicana, TX: C David Campbell Field","Corsicana, TX","Texas",
"COT","Cotulla, TX: Cotulla La Salle County","Cotulla, TX","Texas",
"ADS","Dallas, TX: Addison","Dallas, TX","Texas",
"LDM","Ludington, MI: Ludington Airport","Ludington, MI","Michigan",
"/MQ","Marquette, MI: (Marquette Mean)","Marquette, MI","Michigan",
"/SS","Sault Ste. Marie, MI: /Sault Ste.Marie","Sault Ste. Marie, MI","Michigan",
"CAK","Akron, OH: Akron-Canton Regional","Akron, OH","Ohio",
"ATO","Athens, OH: Ohio University","Athens, OH","Ohio",
"/CI","Cincinnati, OH: Greater Cincinnati","Cincinnati, OH","Ohio",
"LUK","Cincinnati, OH: Lunken Field","Cincinnati, OH","Ohio",
"BKL","Cleveland, OH: Lakefront","Cleveland, OH","Ohio",
"CLE","Cleveland, OH: Hopkins International","Cleveland, OH","Ohio",
"CGF","Cleveland, OH: Cuyahoga County","Cleveland, OH","Ohio",
"CMH","Columbus, OH: Columbus International","Columbus, OH","Ohio",
"LCK","Columbus, OH: Lockbourne Air Force Base","Columbus, OH","Ohio",
"LCK","Columbus, OH: Rickenbacker International","Columbus, OH","Ohio",
"DAY","Dayton, OH: James M Cox/Dayton International","Dayton, OH","Ohio",
"MGY","Dayton, OH: Montgomery County","Dayton, OH","Ohio",
"FFO","Dayton, OH: Wright/Patterson Air Force Base","Dayton, OH","Ohio",
"FDY","Findlay, OH: Findlay Airport","Findlay, OH","Ohio",
"GQQ","Galion, OH: Horning","Galion, OH","Ohio",
"HAO","Hamilton, OH: Hamilton/Fairfield","Hamilton, OH","Ohio",
"JFN","Jefferson, OH: Ashtabula County","Jefferson, OH","Ohio",
"AOH","Lima, OH: Lima Allen County","Lima, OH","Ohio",
"UXT","Lorain/Elyria, OH: Lorain Cnty Regional","Lorain/Elyria, OH","Ohio",
"MFD","Mansfield, OH: Mansfield Lahm Municipal","Mansfield, OH","Ohio",
"MWO","Middletown, OH: Hook Field Municipal","Middletown, OH","Ohio",
"SKY","Sandusky, OH: Griffing Sandusky","Sandusky, OH","Ohio",
"SGH","Springfield, OH: Springfield Municipal","Springfield, OH","Ohio",
"TDZ","Toledo, OH: Metcalf Field","Toledo, OH","Ohio",
"AXV","Wapakoneta, OH: Neil Armstrong","Wapakoneta, OH","Ohio",
"ILN","Wilmington, OH: Clinton County  Air Force Base","Wilmington, OH","Ohio",
"BJJ","Wooster, OH: Wayne County","Wooster, OH","Ohio",
"YNG","Youngstown, OH: Youngstown Municipal","Youngstown, OH","Ohio",
"ZZV","Zanesville, OH: Zanesville Municipal","Zanesville, OH","Ohio",
"OSU","Ohio State University, OH: Ohio State University","Ohio State University Airport, OH","Ohio",
"/AR","Akron/Canton, OH: Akron/Canton Ohio","Akron/Canton, OH","Ohio",
"QNB","Ashtabula, OH: Ashtabula County","Ashtabula, OH","Ohio",
"BFQ","Bluffton, OH: Bluffton Airport","Bluffton, OH","Ohio",
"BFQ","Bluffton, OH: Bluffton Airport","Bluffton, OH","Ohio",
"/CI","Cincinnati, OH: Cincinnati Ohio","Cincinnati, OH","Ohio",
"/CL","Cleveland, OH: (Cleveland Mean)","Cleveland, OH","Ohio",
"/CU","Columbus, OH: Columbus","Columbus, OH","Ohio",
"/CU","Columbus, OH: Columbus Airport","Columbus, OH","Ohio",
"/DY","Dayton, OH: (Dayton Mean)","Dayton, OH","Ohio",
"LIA","Lima, OH: Lima","Lima, OH","Ohio",
"BJJ","Wooster, OH: Wayne County","Wooster, OH","Ohio",
"ASX","Ashland, WI: John F Kennedy Memorial","Ashland, WI","Wisconsin",
"JVL","Beloit/Janesville, WI: Rock County","Beloit/Janesville, WI","Wisconsin",
"VOK","Camp Douglas, WI: Volk Field","Camp Douglas, WI","Wisconsin",
"EGV","Eagle River, WI: Eagle River Union","Eagle River, WI","Wisconsin",
"EAU","Eau Claire, WI: Eau Claire Municipal","Eau Claire, WI","Wisconsin",
"FLD","Fond Du Lac, WI: Fond Du Lac County","Fond Du Lac, WI","Wisconsin",
"GRB","Green Bay/Clintonville, WI: Austin/Straubel","Green Bay/Clintonville, WI","Wisconsin",
"HYR","Hayward, WI: Hayward Municipal","Hayward, WI","Wisconsin",
"ENW","Kenosha, WI: Kenosha Regional","Kenosha, WI","Wisconsin",
"LSE","La Crosse, WI: La Crosse Municipal","La Crosse, WI","Wisconsin",
